live名称,主讲者,链接,开始时间,参加人数,介绍,费用,个人主页链接,live评分,喜欢数,回答数
罗夏为什么必须死,will lian,https://www.zhihu.com/lives/752104567117721600,2016-09-03 20:30:00,142,"我是 will lian。在知乎喜欢的话题是漫画和篮球。这次 Live 我想谈谈美漫神作《守望者》中的罗夏。



《守望者》毫无疑问是美漫历史上的神作之一，被《时代周刊》评为百部最佳英文小说之一，斩获「雨果奖」。罗夏作为漫画里的主人公之一，俘获了大量读者和影迷的心。这个人物究竟有什么魅力吸引着我们？而在《守望者》最后的结局中，他为什么要让曼哈顿博士杀死自己？这次 Live 我将简单剖析罗夏这个人物。



本次 Live 主要包括以下问题：

* 罗夏与守望者其他几人的关系；

* 罗夏的人物性格政治立场；

* 罗夏前传中的人物性格；

* 罗夏的童年阴影；

* 法老王「完美无缺」的计划；

* 法老王与罗夏观念的冲突；

* 曼哈顿博士为什么选择「顺从」法老王的计划；

* 曼哈顿为什么要杀掉罗夏；

* 罗夏对我们读者的意义。",15RMB,https://www.zhihu.com/people/will-lian,3.5,10,139
以金融投资为业,xuqing,https://www.zhihu.com/lives/753247518422233088,2016-09-03 19:00:00,781,"上交工科本硕，企业管理博士，曾任上海对外经贸大学、广东外语外贸大学系主任，硕导，拥有多年 PE 投资、产业投资、二级市场经验。和券商、银行、信托、保险合作多，曾投资金融股权多项。最早 CFA 教师，具有扎实的理论基础和丰富金融实践经验。



这次的 Live 我想从职业发展和从业角度谈金融投资。在知乎上，经常收到对职业选择，从业道路等的私信咨询，我实在无法一一解答。很多问题类似或具有共性，代表了一部分对金融投资感兴趣人群的职业好奇和向往；一部分金融从业人员的迷茫和焦虑。城里之人，城外之人，俱在知乎！



本次 Live 主要包括以下问题：

* 金融投资职业的知识储备

* 金融投资职业的证书（CFA、司法考试、CPA、FRM 等）

* 选择金融投资为业的基础

* 银行、信托等人员如何转型成为金融投资人员

* 金融变局对职业选择的影响

* 投资成为职业的历史经验（伦巴第街、wall street、格雷厄姆、Warren Buffett 等）

* 如何选择 Sell-side 和 Buy-side 

* 如何成为优秀的金融投资职业人



本次 Live 以 Q&A 为主，解答疑问。



注意：主题围绕投资为核心的金融行业，传统金融业务（信贷、担保、租赁等）不在范围内，请谨慎选择。",32RMB,https://www.zhihu.com/people/yeskyyesky,3.0,96,95
机器学习与我的学术日常,豆豆叶,https://www.zhihu.com/lives/753357470696505344,2016-09-02 21:00:00,622,"我是豆豆页，机器学习方向在读博士，算法上关注机器学习里的优化方法，应用上关注图形图像和计算机视觉。



本次 Live 我想介绍一下「机器学习」和我的「学术日常」。



这次 Live 主要包括以下方面的内容：

* 「机器学习」

  从个人的学习经验来分享机器学习的技能树怎么点

  带约束的优化问题通常怎么求解，这部分的内容将包括前沿的 paper 举例解读

  简单模型不简单的背后，包括：LR，SVM，Gradient Boosting 等

  Optimal Transport 与机器学习



* 我的「学术日常」

  关于写文章训练的心得

  我从导师身上学到的东西

  工业界和学术界的去留",29RMB,https://www.zhihu.com/people/bobye,4.0,110,115
中国人眼中的自我与世界,沉默的马大爷,https://www.zhihu.com/lives/728550883570233344,2016-06-22 21:00:00,426,"我本科硕士在北京大学心理学系接受教育，去年在清华大学获社会心理学博士学位，目前从事心理学和脑科学交叉领域的博士后研究。2011 年我开始写作心理学科普文章，目前已在各种网络和平面媒体发表文章近百篇。



在本次 live 中，我将结合相关的理论与实证研究，聊一聊中国文化的思维方式如何潜移默化地影响着我们的生活，并为一些社会热点现象（如逼婚）提供文化心理学视角的解读。具体来说，我所探讨的问题包括以下几个方面：



*思维方式的文化差异，中国文化的辩证思维

*这种思维特点如何影响了我们的自我观

*这种思维特点如何影响了我们感知世界、与外界互动的方式

*这种思维特点背后有着怎样的大脑神经基础



NOTE:  Live 会主要以问答的形式进行，参与者通过文字提问，主讲通过语音或图片回答。活动的持续时间在一小时左右，结束之后也可以回放。查看所有参与过的知乎 Live ，可以在「更多」页面中点击「我的 Live」。",15RMB,https://www.zhihu.com/people/madaye,4.5,76,79
十月怀胎，准妈妈也可轻松做,田吉顺,https://www.zhihu.com/lives/728283611362500608,2016-06-22 21:00:00,440,"之前，我和大家分享了关于备孕的内容。但是，无论线上线下，真正咨询最多的是和怀孕相关的内容。「十月怀胎」时间跨度大，可能出现的各种情况也多，对于产科医生来说，可能至少一半的精力都是在研究「怀孕」的，要在 1 个小时的 Live 里讲清楚，确实不大容易。



不过我有数据啊。虽然医生针对怀孕的专业研究非常广泛，但是，孕妇和家属们向医生咨询的问题却是相对集中的。在研究了找我做孕期咨询的数据之后，我总结了最容易被问到的一些问题。这些常见问题，倒是可以在 1 个小时里讲清楚。



主要内容会包括：



＊饮食禁忌、防辐射服、孕傻，这些孕期传言到底几分真几分假？

＊出行、工作、运动、性生活，孕期究竟能不能「正常」生活？

＊便秘、失眠、抽筋、恶心、反酸，总有一款症状适合你，咋整？

＊想做健康准妈妈，孕期怎么吃怎么补？

＊早产和流产怎么保胎？

＊我会溶血吗？（O 型血和熊猫血）

＊有什么方法可以查出胎儿畸形？

＊唐氏筛查、羊水穿刺和无创 DNA 检查，这些方法该怎么选？



NOTE:  Live 会主要以问答的形式进行，参与者通过文字提问，主讲通过语音或图片回答。活动的持续时间在一小时左右，结束之后也可以回放。查看所有参与过的知乎 Live ，可以在「更多」页面中点击「我的 Live」。",39RMB,https://www.zhihu.com/people/tian-ji-shun,4.0,54,72
这么买保险，不吃亏,葛巾,https://www.zhihu.com/lives/726733004457660416,2016-06-22 21:00:00,1316,"新闻中总是充满着疾病、意外、恐怖袭击，你是不是也和我一样，感觉这个世界的恶意越来越大了？相信大家也想过用保险来抵御一定的风险，可各种天花乱坠的推销、眼花缭乱的险种以及层出不穷的「保险被骗」新闻，很容易让大家对保险敬而远之。



我虽然不是保险从业人事，但也算是一个蛮有经验的保险购买者，在花费了数十万元的保费后，我「买」来了许多关于保险的经验。



所以这一次，请和我一起以一个保险购买者的角度，来探讨以下问题：



* 我们应当到哪里去投保险，应不应当相信保险代理人？

* 年收入 6 万， 12 万， 30 万、 50 万的家庭应有（个人）保险配置是什么？

* 到香港投保真的好吗？有哪些风险和优点？

* 重疾险和医疗险的区别，进阶的投保法有哪些？

* 保险推销的常见陷阱是什么？

* 各种五花八门的险种，我们应当如何选择？

* 我们应当为孩子和父母投什么样的保险？

* 怎么能走出「投保容易理赔难」的雷区？

* 社保（医保）怎么交才合算？



风险提示：请注意，关于这次保险 Live 的所有讨论，都仅限于个人立场。保险是一门很复杂的学科，基于相关问题，在不同的视角，不同的定位，争论是非常多的，所以本场 Live ，我也只是定位于顾客，向大家提供关于保险的个人经验。所有的建议和回答可能因为不同的生活、购买环境、渠道、及险种的变化、个人情况及时间有一定的区别，并不带有任何倡导消费的意图。



NOTE:  Live 会主要以问答的形式进行，参与者通过文字提问，主讲通过语音或图片回答。活动的持续时间在一小时左右，结束之后也可以回放。查看所有参与过的知乎 Live ，可以在「更多」页面中点击「我的 Live 」。",39RMB,https://www.zhihu.com/people/gejinyuban,5.0,522,192
商业健身中心的设计思考,大头帮主,https://www.zhihu.com/lives/728231187289505792,2016-06-22 19:00:00,74,"我是专业健身中心设计师，曾主持设计或协助策划过国内多个城市数十家商业健身中心；同时，也是一家体育公司的创始人兼 CEO，旗下目前正在运营着独立品牌的连锁型健身房。



与健身房设计的不解之缘，起始于 2009 年广州某健身中心更衣区改造项目。而在随后的从业经历中，我也逐渐有了更多的机会，深入了解行业内幕，接触领域内的专家和学者；也逐渐掌控更完整的设计权，得以深度参与若干大型健身中心从无到有的诞生全过程。



我从一名健身十余年的爱好者，到一名健身设计圈的从业者，角色的转换，让我从一个全新的角度阅读「健身中心」这一类型的设计项目。健身行业的特点，决定了健身房品类的多样化，不同类别的健身中心项目，对于场地的专业性指标有着截然不同的要求。同时，商业健身中心的运作，归根结底是一项商业行为，其设计规划与项目的商业策略必须是紧密配合的。行业的快消时尚化趋势以及同业间的惨烈竞争，也在鞭策着健身中心必须在设计上推陈出新，绝对不能固步自封。



本场 Live ，将从以下几个基本问题切入「健身中心设计」这个话题：

* 什么是决定健身中心盈利与否的关键因素？是设计吗？

* 为什么好的设计能够带来健身中心运营效率的实质性的提升？

* 商业健身中心的选址如何与运营策略匹配？

* 健身房在场地空间结构等建筑条件上有什么硬性的指标？

* 健身中心对于水电空调等设备有那些方面的要求？

* 健身主空间的设计有哪些重要的原则？

* 会所配套的服务区必须重视哪些细节问题？



如果，您是一名健身行业的从业者，即将着手建设自己的健身房；或者，您是一名健身业潜在投资者，正在寻找合适的健身实体项目；又或者，您即将作为设计师，参与到健身中心的项目中——请在完成本场 Live 报名之后，将所关心的相关专业问题，在活动正式开始之前的对话框中留言，以便帮主提早准备。在活动进程中，帮主将尽力详细解答各位的疑问。



才疏学浅，一家之言，如有不妥之处，也希望行业同行专家即时不吝指正。



真诚感谢各位热情参与本场 Live 的知友！



NOTE:  Live 会主要以问答的形式进行，参与者通过文字提问，主讲通过语音或图片回答。活动的持续时间在一小时左右，结束之后也可以回放。查看所有参与过的知乎 Live ，可以在「更多」页面中点击「我的 Live」。",99RMB,https://www.zhihu.com/people/da-tou-bang-zhu,0,24,168
在屏幕上愉快欣赏的画,翁昕,https://www.zhihu.com/lives/726918914218422272,2016-06-21 20:30:00,708,"艺术，这个我们生活中可有，也可以没有的东西。它看似无处不在，各行各业登峰造极都可以称之为「……的艺术」，但当我们真的要探究艺术为何时，却又难以像我们定义手机、宫保鸡丁或者有限公司那样，拿出一个众人皆可认同的标准。



在上一期 Live 中，我借着艺术家罗斯科在美国休斯敦的一系列作品，讲述了我们站在艺术品面前可能会有的情绪化感受。在 Live 之中，大家说到虽然去博物馆欣赏作品的体验应该不错，但是受到条件所限，我们很难说走就走，而自己所在的城市也未必就有国际水准的博物馆。这种情况下如何欣赏艺术品呢？就此，知友@兜豆子在 Live 中说道：



「有机会可以做一期推荐适合在家看的作品么？(づ ●─● )づ」



当然可以呀。所以，咱们这期，我就邀请大家来一同在知乎 Live 上体验一把「屏幕上的名作」。这一回呢，将由我带着您，在手机上看几幅画。这个部分的分享将持续大约一个小时。



在 Live 的后半段，我将邀请参与 Live 的您和在座的各位一同讨论本期思考题：



「什么样的艺术品比较适宜在屏幕上欣赏？」



请准备参加活动的知友们闲来无事琢磨琢磨，期待您在 Live 现场的精彩发言。



NOTE:  Live 会主要以问答的形式进行，参与者通过文字提问，主讲通过语音或图片回答。活动的持续时间在两小时左右，结束之后也可以回放。查看所有参与过的知乎 Live ，可以在「更多」页面中点击「我的 Live 」。",9RMB,https://www.zhihu.com/people/weng-xin-79,4.5,68,150
怎么买二手房省钱又省心,徐斌,https://www.zhihu.com/lives/752533552431661056,2016-09-02 21:00:00,857,"我是房产律师徐斌，专门从事房地产法律服务近 10 年。目前管理北京和上海两家律师事务所。

这次给大家带来的是买房避坑指南第六期。在之前的五期买房避坑指南中，我主要讲的是关于购买商品房时候的一些注意事项。本次 Live ，我想聊聊关于买【二手房】的时候，购房人应当了解的一些基础知识，避免花冤枉钱，避免上当。在这次 Live 里面我会对二手房交易环节的一些基础知识做一个介绍，可以说买二手房必须知道的东西都要提到。



这个内容主要适合打算买二手房自住的年轻人，对于已经买过二手房或者房地产从业人士会过于基础，不过刚入行的小中介也可以考虑听听。

本次 Live 主要包括以下内容：

＊ 买二手房的基本流程

＊ 买二手房的交易习惯

＊ 二手房中介与中介费

＊ 什么是网签，什么是预告登记

＊ 怎么避税，有什么风险

＊ 限购与限贷",59RMB,https://www.zhihu.com/people/xubinlvshi,4.5,230,93
如何在餐厅不花冤枉钱：从米其林到路边摊,闻佳,https://www.zhihu.com/lives/752522527393198080,2016-09-02 21:00:00,9715,"我是闻佳，知乎美食领域优秀回答者。



在我看来，所有的消费都有逻辑。花钱吃饭，和买包买鞋都是一样的，研究完了，你自然就懂得怎么花钱。所以，餐厅消费这件事，我其实并不是比你懂得更多一些，而只是……稍微多花了一点冤枉钱。



为了庆祝知乎 Live 上线 100 天，我愿意在餐厅消费方面和大家分享一些我自己的消费经验。



以下是这次 Live 的主要内容：



＊ 贵餐厅

什么样的贵餐厅我会去挑来去尝试？

如何在走进一间贵餐厅的头五分钟决定今天花多少钱？在贵餐厅怎么点菜比较……省冤枉钱？

为什么花钱给贵餐厅的环境和服务是合理的？

收取服务费的餐厅应该给顾客提供什么样的服务？



＊ 路边摊

在什么地方会有好吃的路边摊？

现在你已经在路边摊一条街了，怎么快速挑一家靠谱的？



＊ 米其林餐厅

米其林指南评级的逻辑是什么？

寿司之神到底好不好吃？

为什么卖 10 元一份油鸡饭的新加坡路边摊，也会得到米其林一星？

很多人关心 9 月 20 日上海米其林指南的发布，届时你拿着这本小红书，如何去使用它？

对着一本指南，不可能每家都吃，怎么挑出最合适自己的？

为什么去陌生城市找好餐厅，不能只使用一本米其林餐厅指南？



＊ 以及其它八卦：

米其林餐厅厨师如何评价米其林指南？

米其林餐厅指南的密探其实是什么模样的？

上海有哪些餐厅可能会拿到米其林星？

餐厅用来吸引你消费更多的心理学技巧。",19RMB,https://www.zhihu.com/people/chibaole,4.0,282,62
商业银行入门、发展与前瞻,Sgt Pepper,https://www.zhihu.com/lives/752194513136549888,2016-09-02 20:00:00,455,"我是 Sgt Pepper，目前就职于北京与银行相关的投资公司。第一期 Live 介绍了商业银行年报分析相关内容，第二期 Live 介绍了不良资产相关内容。因为没有银行一线工作经验，我大都是在宏观层面对银行进行了解和研究，虽然通过与银行不同层级员工的沟通可以在一定程度上弥补这一缺陷，但也并不能让我完全洞悉所有业务。但这也恰恰会使我站在稍远处观察和学习银行业务，让我的视角更完整。



本次 Live，我打算就商业银行本身做一些入门性质的介绍，以便大家对银行有一个基础性了解。现今商业银行是金融体系运转的核心，商业银行各部门、各条线在内部运转中都承担了相应的职责，不同岗位的工作、发展和前景你也许并不十分清楚，我将在本次 Live 中试着帮你厘清。



本次 Live 主要包括以下问题：

＊ 银行各部门、各条线的主要职责

＊ 不同部门、条线的发展和前景

＊ 国有大行、股份制银行、城商行、农商行未来发展前景

＊ 不同岗位员工的个人发展和前景



因为需要介绍许多基础性内容，所以本次 Live 更适合银行新人、计划未来去银行就业的经济金融大三大四学生参加。另外熟悉我的人知道，我不会只讲基础性内容，还会加入一些我对不同银行、不同业务的思考和前瞻，所以也适合在银行工作一段时间有转岗意愿的人、银行基层工作人员参加。不建议没有经济金融基础的人参加。",39RMB,https://www.zhihu.com/people/sgt-pepper,3.5,86,67
银行客户经理打怪升级之旅,tuye1234,https://www.zhihu.com/lives/751437268274655232,2016-09-02 20:00:00,572,"我是银行、金融话题优秀回答者 tuye1234，有幸参加了第一季《职人介绍所》，同时也和「半泽直树」一样曾是一名银行对公客户经理，目前仍在从事客户经理营销辅助工作。



对公客户经理作为银行创造效益最显著，组织结构中最核心的岗位之一，一直以薪酬高、风险大、成长快著称。相信每一个曾从事其中的人，都有着不少如同「半泽直树」剧中一半的精彩故事，但除了故事，还想和大家聊聊这个岗位的魅力与痛苦。



本次 Live 主要包括以下问题：

＊ 客户经理职业经历分享

＊ 客户经理入职建议

＊ 基层客户经理个人职业发展提升的思考",11RMB,https://www.zhihu.com/people/tuye1234,3.5,60,55
如何在美国成为心理咨询师,蓝紫,https://www.zhihu.com/lives/728143657219166208,2016-06-21 20:00:00,422,"作为心理咨询师，我目前在美国私人执业，是美国俄克拉荷马城市大学心理咨询硕士，美国德克萨斯州心理咨询师临时执照 LPC-I， 美国心理咨询协会会员, 是国内首家从事戒瘾工作「清醒人生」的课程研发团队成员，曾在美国俄克拉荷马城精神卫生中心担任心理咨询师，擅长物质成瘾治疗、情感障碍、依恋创伤等，有超过  2000  小时的临床咨询工作经验。



本次 Live 和大家分享的，是关于如何在美国成为心理咨询师，以及作为国际留学生会遇到的一些问题。



*在美国，成为心理咨询师的必经之路是怎样的？

*非心理学本科如何申请美国心理咨询专业？

*美国心理咨询学些什么？

*在美国如何成为心理咨询师以及有哪些从业执照？不同执照的大致要求是什么？

*在美国从业心理咨询师，作为留学生可能面临怎样的问题？



NOTE:  Live 会主要以问答的形式进行，参与者通过文字提问，主讲通过语音或图片回答。活动的持续时间在一小时左右，结束之后也可以回放。查看所有参与过的知乎 Live ，可以在「更多」页面中点击「我的 Live」。",9RMB,https://www.zhihu.com/people/lan-zi-huan-mie,3.0,56,28
为什么改变很难发生,李松蔚,https://www.zhihu.com/lives/727620896725925888,2016-06-20 21:00:00,2248,"我在北大心理系学习了九年心理学，又在清华大学心理系做过两年博士后，研究在痛苦中的人们如何改变自己的困境。尽管如此，「改变」对我来说，仍然是没有十足把握的谜题。我现在是一名心理咨询师，主要在高校工作，做咨询，讲课，接触过很多希望改变自己的年轻人。他们聪明，能干，富有进取心，但是很多时候他们也会迷茫而无助。通过这些工作我又积累了很多与改变相关的经验。



在本次 Live 中，我将向大家分享以下内容：



*改变是如何发生的？

*改变的困难有哪些常见原因？

*接纳自我与改变的辩证关系？

*如何通过改变的阻力更好地理解自己？

*如何识别潜藏的不愿改变的动机？

*为什么说改变不仅仅是对行为的塑造？

*如何制定合理的改变目标？

*有哪些有利于促发改变的小技巧？



NOTE:  Live 会主要以问答的形式进行，参与者通过文字提问，主讲通过语音或图片回答。活动的持续时间在一小时左右，结束之后也可以回放。查看所有参与过的知乎 Live ，可以在「更多」页面中点击「我的 Live」。",39RMB,https://www.zhihu.com/people/lisongwei,4.5,960,63
如何利用社交网络做推广,金鹏远,https://www.zhihu.com/lives/737283639942840320,2016-07-21 20:00:00,1187,"我是金鹏远，环时互动的 CKO。现在为杜蕾斯、麦当劳、京东、网易游戏、味全食品、NIKE、大众点评等提供创意服务，之前服务过可口可乐、陌陌、回家吃饭等品牌。社交网络推广的思考者与实践者，同时喜欢看书、美食、收藏打火机和各种工业设计品等等，简单点说就是自认为有趣，又不认为有趣就是春药的那么一个胖子。



微博、微信、直播、豆瓣，在中国有无数社交网络平台，年轻人大多是从这些平台平台上了解信息认知事情的。给如何做好创意，用创意去推动品牌认知是需要天赋更需要能力的，天赋或许大家相差不叫多，但我希望能把我五年来的一些培养的能力告知大家，没准你就成了粉丝几十万一条软文收费几万的大号了呢。



这次 Live 将会包括以下内容：

＊ 社交网络推广到底有没有作用？

＊ 一个好的创意是怎么创作出来的？

＊ 创意来源于生活是不是真的，废话能不是么？

＊ 工作和生活哪个更重要？

＊ 如何从社交网络赚到钱，赚到好多好多钱",59RMB,https://www.zhihu.com/people/jinpengyuan,4.0,205,121
给初心者的剑道讲义,上泉澪,https://www.zhihu.com/lives/736892327649345536,2016-07-21 20:00:00,562,"本次 Live 主要是讲一项充满传统武道气息的体育项目——剑道。本次 Live 主要是针对想要学习剑道的未入门者与剑道初学者。



本人练习剑道有一些时日，对武道史、剑术、居合也有所涉猎。我曾经是个练习狂，在2012年的前两个季度，每周约练习 8 小时剑道，4 小时居合和 2 小时剑术，之后也因此大伤一场。后来我慢慢体悟到循序渐进的道理（知行不能合一则不算真「知」）。稍微晚些时候，对康复及训练科学的兴趣驱使我去攻读了运动机能学专业，这让我从更加科学的角度去认知剑道，以及其中涉及到的动作细节。如今我希望将自己练习以及伤病的经验和诸位分享。



* 剑道到底是什么；

* 剑道的起源；

* 剑道适合哪些人？对身体素质和年龄有什么要求？

* 开始学习剑道之前，需要做好哪些准备？

* 如何选择适合自己的道场？

* 初学者容易犯的礼法、构、步法与动作错误；

* 正确而完整的热身动作；

* 剑道中的常见伤病，以及预防方法；

* 与「禅」相关的剑道理念。



其他目前已收录问题：



* 在现代社会学习古流有什么意义？

* 剑道并不能满足未入门者的哪些想象？

* 剑道是否可以提高人的反应速度？

* 无法跨越一级到初段这个坎，怎么办？

* 戴眼镜是否可以练习剑道？

* 道场的日常训练是怎样的？



欢迎诸位参与我的Live！



",12RMB,https://www.zhihu.com/people/ReiK,4.5,51,266
360° 玩转酒店手册,Juliana Yang,https://www.zhihu.com/lives/737582263390191616,2016-07-20 21:00:00,914,"我是知乎专栏「匀矢覌泽」的作者和负责人，知乎酒店话题下最活跃的回答者之一。现阶段是一名开房狂魔兼业余撰稿员，大部分时候为旅游和酒店相关的媒体供稿，小部分时候也写写旅游住宿业相关的商评，另外也帮一些中小型酒店业主做过开业咨询。



关于酒店我或许显得有些杂食，无任何品牌会籍压身，从八线县市 50 块钱一晚的招待所到一线城市 5000 一晚的套房统统都住。有着无休止的好奇心，喜欢尝试各类新鲜酒店，每到一个城市之前都会列出长长的酒店名录——对，你们的酒店就是我的景点。



在本期 Live 中我主要会从客人的视角出发来讲一些我在知乎上和现实中已经被问到较多次的问题，同时也会做一些有意思的延伸，非常希望在这些延伸问题中能跟酒店爱好者以及消费者们展开更进一步的讨论。 Ps: 因为在活动过程中我会较多的结合准备的 PPT 页面截图以及一些案例图，所以也许比较耗流量，推荐连接 Wi-Fi 网络参加活动。



本次 Live 主要包括以下问题:

＊ 思聪刚开业的七星级酒店到底是谁给封的七星，全球各地星级标准都一样么

＊ 咱撇开星星不谈，世界各地现在还有哪些新潮新概念的酒店可以去尝试

＊ 在茫茫店海里，如何快速精准地找到那家属于你的高性价比酒店

＊ 带小朋友出行时施展哪些住店魔法能让小朋友嗨到飞起

＊ 帮老人订酒店时有哪些注意事项能最大程度保证老人的安全和舒适

＊ 除了滚滚床单吃吃饭，还有哪些小心机可以让你能更好地读懂酒店的「语言」



本打算这次活动一块把酒店从业和中小业主酒店筹备的事情一块讲了，但由于时间有限，也希望能把这次活动里的每部分内容每个问题都尽量讲好而不是匆忙了事，所以这次活动里就先不讲从业及筹备相关。

希望大家在这次活动的提问环节也尽量提酒店消费和体验相关的问题~

如果还有下次机会参加 Live 我会再从别的角度详细准备其他问题，还请各位谅解。",11RMB,https://www.zhihu.com/people/juliana-yang,3.5,69,216
我还是个新导演,毕赣,https://www.zhihu.com/lives/737468844536238080,2016-07-20 20:00:00,1157,"1989 年出生于贵州凯里的毕赣，有着导演，编剧，诗人的多重身份。从首个影像作品《老虎》，到黑白短片《金刚经》，再到刚刚上映的首部剧情长片《路边野餐》，他已经成为了各种电影节奖项的常客，也屡屡被国内外知名电影媒体提及。



法国著名影评刊物《电影手册》曾称赞毕赣的电影「有时令人费解，却刻刻令人着迷」。毕赣自己谈及作品，却坦言「我希望看电影的人能自己去体会、哪怕是误会。我不怕被误会，因为人和人之间，就是由误会组成的。」。一部电影作品，在创作者和观看者之间，总是存在着表达和理解的相互作用，重合，或者偏离。本次 Live ，就是架构于作者和观者两岸的桥梁。欢迎你在 Live 里与毕赣对谈，发问，分享观点，理解，故事。无论是关于电影，关于创作，关于诗歌，或是关于《路边野餐》。



随附一首毕赣的诗，它成文于 2016 年伊始，曾经的题目叫做「你数过天上的星星吗」：



用刀尖入水

用显微镜看雪



就算反复如此

还是忍不住问一问



你数过天上的星星吗

它们和小鸟一样

总在我胸口跳伞



最后的最后，本次 Live 的收入，毕赣和我们用来包了一场《路边野餐》。如果你报名参与了 Live ，又刚好人在北京，那么，你就有机会来看看或者再来看看这部电影。至于参与方式， Live 中见。",9RMB,https://www.zhihu.com/people/bi-gan-53-40,4.5,74,100
我与郑渊洁的那些事儿,郑亚旗,https://www.zhihu.com/lives/737308692713590784,2016-07-20 20:00:00,389,"我是郑亚旗，童话大王郑渊洁之子。2005 年创办《皮皮鲁》杂志并重新策划《皮皮鲁总动员》系列丛书。十年间将丛书销量增长 20 倍。2012 年创建北京皮皮鲁总动员文化科技有限公司，任 CEO，运营皮皮鲁的全系列版权。



本次 Live，我想聊聊我的成长经历。包括从小到大老郑对我的教育，以及 18 岁后创业的坎坷经历。 给大家分享一下我与老郑的那些有趣的故事。



本次 Live 主要包括以下问题:

＊在家上学到底好不好？

＊老郑的教育方式——平等

＊老郑从来都不打我

＊18 岁对我来说是一个怎么样的转折点？

＊创业经历，将老郑的收入翻了 20 倍",19RMB,https://www.zhihu.com/people/zheng-ya-qi-52,4.0,54,43
宫颈癌疫苗国内上市了，我要不要打,龚晓明,https://www.zhihu.com/lives/738395669005336576,2016-07-19 21:00:00,633,"我是龚晓明，妇产科自由执业医生，中国协和医科大学医学博士。原北京协和医院妇产科副主任医师、副教授、硕士生导师，主要从事普通妇科、妇科泌尿的相关专业医疗、教学和科研工作。



2013 年底，加入上海市第一妇婴保健院妇科团队，担任妇科副主任、微创组负责人，主要从事妇科微创、妇科泌尿和妇科整形相关的临床工作。 2015 年开始，我成为自由执业医生。2016 年联合国内 90 多位妇产科专家创建了沃医妇产名医集团。专长于子宫肌瘤的微无创治疗。



在这次 Live 中，我会和大家聊聊以下内容：

* 宫颈癌是什么？如何预防？

* 宫颈癌疫苗是什么？

* 哪部分人群适合接种宫颈癌疫苗？

* 接种宫颈癌疫苗可否完全消除患病风险？",9RMB,https://www.zhihu.com/people/mingergong,4.0,43,102
孕期皮肤护理,陈语岚,https://www.zhihu.com/lives/736589108683472896,2016-07-19 21:00:00,188,"我是皮肤性病科医师，优秀科普作者，擅长把疾病通俗易懂地解释给你听。



本次 Live ，我想聊聊孕期的皮肤护理方法，以及一些常见皮肤病的应对。



本次 Live 主要包括以下问题:

＊想要孩子了，哪些皮肤问题要先解决一下？

＊怀孕后变成了大油脸，还有什么办法可以补救？

＊痘痘长得前胸后背都是，可以用药吗？

＊孕妇多晒晒补钙？你会后悔的！

＊预防妊娠纹，你还在用橄榄油吗？

＊你们的妊娠纹只是不好看，我的为什么还会痒？

＊脚气，虫咬，过敏......人人都可能得的皮肤病，搁孕妇身上就只能忍着吗？",19RMB,https://www.zhihu.com/people/chen-yu-lan-25,0,39,94
歌剧讲堂：歌剧的诞生,李梅里,https://www.zhihu.com/lives/736978366200045568,2016-07-19 20:30:00,260,"我是来自英国伦敦的歌剧演员梅里，也是中国首位活跃在欧洲和国际舞台的高男高音(Countertenor)。我近几年在英国皇家歌剧院，威尔士国家歌剧院，伯明翰歌剧院，匈牙利国家歌剧院，法国枫丹白露剧院等演过近三十个歌剧角色。亦在英国、德国、法国、西班牙、意大利、匈牙利、韩国、印尼等国和国内的北京、上海、杭州、天津、南京、广州、香港等地举办和参演音乐会。



前两场关于歌剧和声乐的 Live 得到了大家的热烈欢迎和支持，我深感荣幸并十分感激；看到知乎上面有这么多对歌剧感兴趣的朋友，我亦真心高兴。接下来我想开一个歌剧欣赏的 Live 系列，按照西方古典音乐发展的时期和流派，给大家较为系统地介绍西方歌剧的历史、杰出的歌剧作曲家们和优秀的歌剧作品。每次 Live 都会提前在直播间内给大家一些歌剧作品音频和视频的链接，大家抽空可以在 Live 开始前先听一下。

那么系列第一讲自然要从歌剧的起源讲起，歌剧是如何诞生的呢？这一次我也会在 Live 中尝试用中英双语来讲：中文讲完之后用英语再做总结。到时也很希望听到大家对此的反馈。



这次的 Live 将会包含以下内容：

* 歌剧诞生的时代背景是怎样的？

* 歌剧是什么时候诞生的？为何说歌剧的出现标志着巴洛克时期的开始？ 

* 第一位歌剧作曲家是谁？第一部歌剧作品是什么？

* 歌剧 Opera 一词究竟是什么意思？

* 第一位歌剧大师：蒙特威尔第和其作品

* 早期歌剧中歌剧演员是如何训练的？

* 早期巴洛克时期有哪些不容错过的歌剧经典，该如何欣赏？",19RMB,https://www.zhihu.com/people/li-mei-li-97,3.5,18,81
